date,hour,gmv
2017-07-05,1,109678.0
2017-07-05,2,39648.0
2017-07-05,3,9244.0
2017-07-05,4,3284.0
2017-07-05,5,11007.0
2017-07-05,6,15170.0
2017-07-05,7,74560.0
2017-07-05,8,105857.0
2017-07-05,9,149827.0
2017-07-05,10,227599.0
2017-07-05,11,224449.0
2017-07-05,12,201145.0
2017-07-05,13,173266.0
2017-07-05,14,240330.0
2017-07-05,15,223264.0
2017-07-05,16,250275.0
2017-07-05,17,211100.0
2017-07-05,18,156292.0
2017-07-05,19,151726.0
2017-07-05,20,230882.0
2017-07-05,21,273037.0
2017-07-05,22,257339.0
2017-07-05,23,246512.0
2017-07-06,0,145723.0
2017-07-06,1,77243.0
2017-07-06,2,39027.0
2017-07-06,3,72573.0
2017-07-06,4,10213.0
2017-07-06,5,13308.0
2017-07-06,6,25148.0
2017-07-06,7,64460.0
2017-07-06,8,140004.0
2017-07-06,9,169636.0
2017-07-06,10,209032.0
2017-07-06,11,245453.0
2017-07-06,12,237602.0
2017-07-06,13,193798.0
2017-07-06,14,232565.0
2017-07-06,15,273584.0
2017-07-06,16,245608.0
2017-07-06,17,163462.0
2017-07-06,18,143695.0
2017-07-06,19,119773.0
2017-07-06,20,133979.0
2017-07-06,21,150670.0
2017-07-06,22,225510.0
2017-07-06,23,335653.0
2017-07-07,0,129570.0
2017-07-07,1,73299.0
2017-07-07,2,26102.0
2017-07-07,3,17993.0
2017-07-07,4,10179.0
2017-07-07,5,7448.0
2017-07-07,6,31633.0
2017-07-07,7,48237.0
2017-07-07,8,123253.0
2017-07-07,9,149362.0
2017-07-07,10,240178.0
2017-07-07,11,241454.0
2017-07-07,12,207220.0
2017-07-07,13,240545.0
2017-07-07,14,274104.0
2017-07-07,15,346369.0
2017-07-07,16,270223.0
2017-07-07,17,205583.0
2017-07-07,18,189847.0
2017-07-07,19,180238.0
2017-07-07,20,161348.0
2017-07-07,21,159194.0
2017-07-07,22,186296.0
2017-07-07,23,281042.0
2017-07-08,0,163621.0
2017-07-08,1,134399.0
2017-07-08,2,45779.0
2017-07-08,3,32028.0
2017-07-08,4,13697.0
2017-07-08,5,10650.0
2017-07-08,6,32907.0
2017-07-08,7,65967.0
2017-07-08,8,105871.0
2017-07-08,9,127958.0
2017-07-08,10,265770.0
2017-07-08,11,248023.0
2017-07-08,12,255096.0
2017-07-08,13,196432.0
2017-07-08,14,280811.0
2017-07-08,15,253315.0
2017-07-08,16,220255.0
2017-07-08,17,135634.0
2017-07-08,18,186605.0
2017-07-08,19,118674.0
2017-07-08,20,137075.0
2017-07-08,21,140400.0
2017-07-08,22,194876.0
2017-07-08,23,232256.0
2017-07-09,0,117133.0
2017-07-09,1,96737.0
2017-07-09,2,50656.0
2017-07-09,3,21548.0
2017-07-09,4,10203.0
2017-07-09,5,7196.0
2017-07-09,6,29702.0
2017-07-09,7,54967.0
2017-07-09,8,87976.0
2017-07-09,9,325054.0
2017-07-09,10,152329.0
2017-07-09,11,175087.0
2017-07-09,12,198352.0
2017-07-09,13,211562.0
2017-07-09,14,181431.0
2017-07-09,15,214351.0
2017-07-09,16,235269.0
2017-07-09,17,154821.0
2017-07-09,18,166911.0
2017-07-09,19,129081.0
2017-07-09,20,163271.0
2017-07-09,21,205210.0
2017-07-09,22,272529.0
2017-07-09,23,292136.0
2017-07-10,0,191807.0
2017-07-10,1,110241.0
2017-07-10,2,38551.0
2017-07-10,3,19433.0
2017-07-10,4,14919.0
2017-07-10,5,31754.0
2017-07-10,6,20655.0
2017-07-10,7,106594.0
2017-07-10,8,122633.0
2017-07-10,9,121206.0
2017-07-10,10,211718.0
2017-07-10,11,218734.0
2017-07-10,12,187005.0
2017-07-10,13,172384.0
2017-07-10,14,208666.0
2017-07-10,15,212882.0
2017-07-10,16,224271.0
2017-07-10,17,170484.0
2017-07-10,18,194431.0
2017-07-10,19,151507.0
2017-07-10,20,139802.0
2017-07-10,21,162909.0
2017-07-10,22,236208.0
2017-07-10,23,178402.0
2017-07-11,0,107316.0
2017-07-11,1,89462.0
2017-07-11,2,37734.0
2017-07-11,3,19229.0
2017-07-11,4,17435.0
2017-07-11,5,18198.0
2017-07-11,6,19876.0
2017-07-11,7,66387.0
2017-07-11,8,94593.0
2017-07-11,9,168205.0
2017-07-11,10,214268.0
2017-07-11,11,321662.0
2017-07-11,12,251924.0
2017-07-11,13,213578.0
2017-07-11,14,242519.0
2017-07-11,15,240592.0
2017-07-11,16,241979.0
2017-07-11,17,218175.0
2017-07-11,18,139998.0
2017-07-11,19,164922.0
2017-07-11,20,150847.0
2017-07-11,21,151359.0
2017-07-11,22,253015.0
2017-07-11,23,197035.0
2017-07-12,0,161467.0
2017-07-12,1,49796.0
2017-07-12,2,29880.0
2017-07-12,3,13060.0
2017-07-12,4,4387.0
2017-07-12,5,28837.0
2017-07-12,6,20172.0
2017-07-12,7,73457.0
2017-07-12,8,95019.0
2017-07-12,9,175482.0
2017-07-12,10,226782.0
2017-07-12,11,234286.0
2017-07-12,12,220455.0
2017-07-12,13,223912.0
2017-07-12,14,237823.0
2017-07-12,15,208825.0
2017-07-12,16,255406.0
2017-07-12,17,262517.0
2017-07-12,18,190613.0
2017-07-12,19,146518.0
2017-07-12,20,173328.0
2017-07-12,21,186803.0
2017-07-12,22,231968.0
2017-07-12,23,283600.0
2017-07-13,0,163594.0
2017-07-13,1,93994.0
2017-07-13,2,25494.0
2017-07-13,3,9674.0
2017-07-13,4,18937.0
2017-07-13,5,18349.0
2017-07-13,6,34749.0
2017-07-13,7,57113.0
2017-07-13,8,110618.0
2017-07-13,9,159002.0
2017-07-13,10,234105.0
2017-07-13,11,206684.0
2017-07-13,12,240150.0
2017-07-13,13,180358.0
2017-07-13,14,278009.0
2017-07-13,15,225328.0
2017-07-13,16,211663.0
2017-07-13,17,201970.0
2017-07-13,18,148040.0
2017-07-13,19,147662.0
2017-07-13,20,174579.0
2017-07-13,21,167884.0
2017-07-13,22,212785.0
2017-07-13,23,195817.0
2017-07-14,0,128214.0
2017-07-14,1,72484.0
2017-07-14,2,26438.0
2017-07-14,3,9045.0
2017-07-14,4,3869.0
2017-07-14,5,17074.0
2017-07-14,6,25910.0
2017-07-14,7,55149.0
2017-07-14,8,125144.0
2017-07-14,9,142809.0
2017-07-14,10,195107.0
2017-07-14,11,223923.0
2017-07-14,12,224035.0
2017-07-14,13,220307.0
2017-07-14,14,225062.0
2017-07-14,15,280120.0
2017-07-14,16,257851.0
2017-07-14,17,235872.0
2017-07-14,18,171878.0
2017-07-14,19,165941.0
2017-07-14,20,146719.0
2017-07-14,21,172195.0
2017-07-14,22,181342.0
2017-07-14,23,224812.0
2017-07-15,0,187496.0
2017-07-15,1,82061.0
2017-07-15,2,39047.0
2017-07-15,3,23237.0
2017-07-15,4,10998.0
2017-07-15,5,16834.0
2017-07-15,6,32268.0
2017-07-15,7,53578.0
2017-07-15,8,107105.0
2017-07-15,9,189245.0
2017-07-15,10,189283.0
2017-07-15,11,186062.0
2017-07-15,12,213677.0
2017-07-15,13,186818.0
2017-07-15,14,244255.0
2017-07-15,15,259489.0
2017-07-15,16,212160.0
2017-07-15,17,179036.0
2017-07-15,18,181338.0
2017-07-15,19,168555.0
2017-07-15,20,153095.0
2017-07-15,21,182923.0
2017-07-15,22,227727.0
2017-07-15,23,176340.0
2017-07-16,0,131375.0
2017-07-16,1,89999.0
2017-07-16,2,27334.0
2017-07-16,3,36892.0
2017-07-16,4,10666.0
2017-07-16,5,25604.0
2017-07-16,6,51552.0
2017-07-16,7,56776.0
2017-07-16,8,132877.0
2017-07-16,9,139529.0
2017-07-16,10,221286.0
2017-07-16,11,222379.0
2017-07-16,12,226531.0
2017-07-16,13,182384.0
2017-07-16,14,158138.0
2017-07-16,15,238297.0
2017-07-16,16,250420.0
2017-07-16,17,208264.0
2017-07-16,18,210483.0
2017-07-16,19,152234.0
2017-07-16,20,159086.0
2017-07-16,21,155310.0
2017-07-16,22,207765.0
2017-07-16,23,243156.0
2017-07-17,0,143095.0
2017-07-17,1,109209.0
2017-07-17,2,49024.0
2017-07-17,3,14304.0
2017-07-17,4,11527.0
2017-07-17,5,8058.0
2017-07-17,6,39731.0
2017-07-17,7,88028.0
2017-07-17,8,68572.0
2017-07-17,9,167338.0
2017-07-17,10,203346.0
2017-07-17,11,234374.0
2017-07-17,12,223675.0
2017-07-17,13,188728.0
2017-07-17,14,259874.0
2017-07-17,15,264263.0
2017-07-17,16,293120.0
2017-07-17,17,232192.0
2017-07-17,18,225799.0
2017-07-17,19,131538.0
2017-07-17,20,176581.0
2017-07-17,21,196160.0
2017-07-17,22,237114.0
2017-07-17,23,245458.0
2017-07-18,0,168341.0
2017-07-18,1,76631.0
2017-07-18,2,31585.0
2017-07-18,3,20364.0
2017-07-18,4,19704.0
2017-07-18,5,8193.0
2017-07-18,6,28709.0
2017-07-18,7,73895.0
2017-07-18,8,163791.0
2017-07-18,9,250885.0
2017-07-18,10,284892.0
2017-07-18,11,295924.0
2017-07-18,12,324600.0
2017-07-18,13,285077.0
2017-07-18,14,221863.0
2017-07-18,15,298895.0
2017-07-18,16,276736.0
2017-07-18,17,236818.0
2017-07-18,18,210727.0
2017-07-18,19,212220.0
2017-07-18,20,184146.0
2017-07-18,21,243234.0
2017-07-18,22,240192.0
2017-07-18,23,259245.0
2017-07-19,0,170120.0
2017-07-19,1,106064.0
2017-07-19,2,44623.0
2017-07-19,3,15696.0
2017-07-19,4,3482.0
2017-07-19,5,12477.0
2017-07-19,6,19369.0
2017-07-19,7,63335.0
2017-07-19,8,151404.0
2017-07-19,9,180132.0
2017-07-19,10,261498.0
2017-07-19,11,249108.0
2017-07-19,12,247199.0
2017-07-19,13,230802.0
2017-07-19,14,287612.0
2017-07-19,15,310301.0
2017-07-19,16,293936.0
2017-07-19,17,239370.0
2017-07-19,18,230264.0
2017-07-19,19,190451.0
2017-07-19,20,214736.0
2017-07-19,21,245355.0
2017-07-19,22,260009.0
2017-07-19,23,267148.0
2017-07-20,0,173097.0
2017-07-20,1,124335.0
2017-07-20,2,54026.0
2017-07-20,3,16722.0
2017-07-20,4,16573.0
2017-07-20,5,24654.0
2017-07-20,6,17343.0
2017-07-20,7,128849.0
2017-07-20,8,143200.0
2017-07-20,9,217637.0
2017-07-20,10,272696.0
2017-07-20,11,281728.0
2017-07-20,12,280420.0
2017-07-20,13,266931.0
2017-07-20,14,255880.0
2017-07-20,15,295368.0
2017-07-20,16,275220.0
2017-07-20,17,261086.0
2017-07-20,18,183547.0
2017-07-20,19,217871.0
2017-07-20,20,219863.0
2017-07-20,21,201610.0
2017-07-20,22,210927.0
2017-07-20,23,283777.0
2017-07-21,0,150745.0
2017-07-21,1,85424.0
2017-07-21,2,29347.0
2017-07-21,3,17585.0
2017-07-21,4,9617.0
2017-07-21,5,11234.0
2017-07-21,6,47132.0
2017-07-21,7,85007.0
2017-07-21,8,201361.0
2017-07-21,9,185993.0
2017-07-21,10,268955.0
2017-07-21,11,351765.0
2017-07-21,12,340678.0
2017-07-21,13,356916.0
2017-07-21,14,417951.0
2017-07-21,15,412363.0
2017-07-21,16,322251.0
2017-07-21,17,243543.0
2017-07-21,18,240296.0
2017-07-21,19,279776.0
2017-07-21,20,240896.0
2017-07-21,21,219185.0
2017-07-21,22,286025.0
2017-07-21,23,270973.0
2017-07-22,0,237633.0
2017-07-22,1,108361.0
2017-07-22,2,75081.0
2017-07-22,3,29701.0
2017-07-22,4,18478.0
2017-07-22,5,11856.0
2017-07-22,6,43605.0
2017-07-22,7,81094.0
2017-07-22,8,113982.0
2017-07-22,9,181881.0
2017-07-22,10,226815.0
2017-07-22,11,221346.0
2017-07-22,12,278114.0
2017-07-22,13,243380.0
2017-07-22,14,301671.0
2017-07-22,15,354221.0
2017-07-22,16,227345.0
2017-07-22,17,249548.0
2017-07-22,18,188473.0
2017-07-22,19,195647.0
2017-07-22,20,253973.0
2017-07-22,21,265227.0
2017-07-22,22,246550.0
2017-07-22,23,293623.0
2017-07-23,0,254865.0
2017-07-23,1,194310.0
2017-07-23,2,120773.0
2017-07-23,3,29648.0
2017-07-23,4,22380.0
2017-07-23,5,8837.0
2017-07-23,6,34501.0
2017-07-23,7,56158.0
2017-07-23,8,120764.0
2017-07-23,9,147623.0
2017-07-23,10,247367.0
2017-07-23,11,303408.0
2017-07-23,12,295705.0
2017-07-23,13,305390.0
2017-07-23,14,215137.0
2017-07-23,15,270905.0
2017-07-23,16,326820.0
2017-07-23,17,312347.0
2017-07-23,18,245131.0
2017-07-23,19,221472.0
2017-07-23,20,225989.0
2017-07-23,21,243151.0
2017-07-23,22,270714.0
2017-07-23,23,356522.0
2017-07-24,0,209304.0
2017-07-24,1,109113.0
2017-07-24,2,44693.0
2017-07-24,3,23948.0
2017-07-24,4,23559.0
2017-07-24,5,17246.0
2017-07-24,6,39973.0
2017-07-24,7,72950.0
2017-07-24,8,154709.0
2017-07-24,9,187485.0
2017-07-24,10,251630.0
2017-07-24,11,308853.0
2017-07-24,12,323716.0
2017-07-24,13,302845.0
2017-07-24,14,301884.0
2017-07-24,15,428822.0
2017-07-24,16,322419.0
2017-07-24,17,278597.0
2017-07-24,18,235500.0
2017-07-24,19,228899.0
2017-07-24,20,274553.0
2017-07-24,21,237982.0
2017-07-24,22,326175.0
2017-07-24,23,390281.0
2017-07-25,0,223710.0
2017-07-25,1,107391.0
2017-07-25,2,56662.0
2017-07-25,3,28117.0
2017-07-25,4,26329.0
2017-07-25,5,18650.0
2017-07-25,6,71948.0
2017-07-25,7,78748.0
2017-07-25,8,143638.0
2017-07-25,9,238353.0
2017-07-25,10,302723.0
2017-07-25,11,339049.0
2017-07-25,12,267560.0
2017-07-25,13,272509.0
2017-07-25,14,261904.0
2017-07-25,15,296079.0
2017-07-25,16,310179.0
2017-07-25,17,240323.0
2017-07-25,18,222268.0
2017-07-25,19,203405.0
2017-07-25,20,258500.0
2017-07-25,21,220292.0
2017-07-25,22,290050.0
2017-07-25,23,306206.0
2017-07-26,0,224956.0
2017-07-26,1,79420.0
2017-07-26,2,43658.0
2017-07-26,3,28401.0
2017-07-26,4,9392.0
2017-07-26,5,16354.0
2017-07-26,6,36373.0
2017-07-26,7,99924.0
2017-07-26,8,139371.0
2017-07-26,9,194981.0
2017-07-26,10,247288.0
2017-07-26,11,224362.0
2017-07-26,12,310010.0
2017-07-26,13,213294.0
2017-07-26,14,260818.0
2017-07-26,15,262017.0
2017-07-26,16,257074.0
2017-07-26,17,260071.0
2017-07-26,18,207737.0
2017-07-26,19,199964.0
2017-07-26,20,244112.0
2017-07-26,21,308744.0
2017-07-26,22,293040.0
2017-07-26,23,267210.0
2017-07-27,0,129676.0
2017-07-27,1,104224.0
2017-07-27,2,21695.0
2017-07-27,3,22184.0
2017-07-27,4,14182.0
2017-07-27,5,12990.0
2017-07-27,6,53482.0
2017-07-27,7,111755.0
2017-07-27,8,176623.0
2017-07-27,9,154249.0
2017-07-27,10,228640.0
2017-07-27,11,281290.0
2017-07-27,12,280631.0
2017-07-27,13,270456.0
2017-07-27,14,294212.0
2017-07-27,15,301215.0
2017-07-27,16,294999.0
2017-07-27,17,238194.0
2017-07-27,18,171660.0
2017-07-27,19,189362.0
2017-07-27,20,205495.0
2017-07-27,21,150192.0
2017-07-27,22,236685.0
2017-07-27,23,313793.0
2017-07-28,0,154852.0
2017-07-28,1,66695.0
2017-07-28,2,50318.0
2017-07-28,3,16560.0
2017-07-28,4,19422.0
2017-07-28,5,16690.0
2017-07-28,6,56776.0
2017-07-28,7,112754.0
2017-07-28,8,127027.0
2017-07-28,9,190708.0
2017-07-28,10,199750.0
2017-07-28,11,254465.0
2017-07-28,12,291820.0
2017-07-28,13,214506.0
2017-07-28,14,216817.0
2017-07-28,15,291089.0
2017-07-28,16,296022.0
2017-07-28,17,229687.0
2017-07-28,18,156367.0
2017-07-28,19,177348.0
2017-07-28,20,224459.0
2017-07-28,21,196074.0
2017-07-28,22,219414.0
2017-07-28,23,211194.0
2017-07-29,0,165742.0
2017-07-29,1,86174.0
2017-07-29,2,55189.0
2017-07-29,3,24434.0
2017-07-29,4,17409.0
2017-07-29,5,10690.0
2017-07-29,6,38933.0
2017-07-29,7,62112.0
2017-07-29,8,151857.0
2017-07-29,9,165643.0
2017-07-29,10,175839.0
2017-07-29,11,243420.0
2017-07-29,12,249932.0
2017-07-29,13,218043.0
2017-07-29,14,225648.0
2017-07-29,15,388045.0
2017-07-29,16,326884.0
2017-07-29,17,352318.0
2017-07-29,18,317472.0
2017-07-29,19,363741.0
2017-07-29,20,247964.0
2017-07-29,21,280527.0
2017-07-29,22,392120.0
2017-07-29,23,412271.0
2017-07-30,0,254095.0
2017-07-30,1,170923.0
2017-07-30,2,102780.0
2017-07-30,3,27830.0
2017-07-30,4,17041.0
2017-07-30,5,14874.0
2017-07-30,6,22420.0
2017-07-30,7,78277.0
2017-07-30,8,126470.0
2017-07-30,9,195749.0
2017-07-30,10,248651.0
2017-07-30,11,289176.0
2017-07-30,12,311941.0
2017-07-30,13,282849.0
2017-07-30,14,389963.0
2017-07-30,15,354796.0
2017-07-30,16,347546.0
2017-07-30,17,297243.0
2017-07-30,18,252340.0
2017-07-30,19,241775.0
2017-07-30,20,224206.0
2017-07-30,21,199256.0
2017-07-30,22,267195.0
2017-07-30,23,300643.0
2017-07-31,0,190808.0
2017-07-31,1,142218.0
2017-07-31,2,43531.0
2017-07-31,3,24508.0
2017-07-31,4,12150.0
2017-07-31,5,9722.0
2017-07-31,6,31215.0
2017-07-31,7,68828.0
2017-07-31,8,142623.0
2017-07-31,9,221515.0
2017-07-31,10,258470.0
2017-07-31,11,229144.0
2017-07-31,12,234809.0
2017-07-31,13,207476.0
2017-07-31,14,248906.0
2017-07-31,15,268438.0
2017-07-31,16,300032.0
2017-07-31,17,235026.0
2017-07-31,18,189762.0
2017-07-31,19,156751.0
2017-07-31,20,250282.0
2017-07-31,21,297496.0
2017-07-31,22,339555.0
2017-07-31,23,383086.0
2017-08-01,0,240491.0
2017-08-01,1,93941.0
2017-08-01,2,38631.0
2017-08-01,3,11652.0
2017-08-01,4,4992.0
2017-08-01,5,18186.0
2017-08-01,6,43800.0
2017-08-01,7,70282.0
2017-08-01,8,148365.0
2017-08-01,9,186208.0
2017-08-01,10,247255.0
2017-08-01,11,255474.0
2017-08-01,12,213511.0
2017-08-01,13,200373.0
2017-08-01,14,252462.0
2017-08-01,15,291479.0
2017-08-01,16,256401.0
2017-08-01,17,245010.0
2017-08-01,18,192208.0
2017-08-01,19,167341.0
2017-08-01,20,117246.0
2017-08-01,21,208454.0
2017-08-01,22,220258.0
2017-08-01,23,254773.0
2017-08-02,0,181587.0
2017-08-02,1,62535.0
2017-08-02,2,46986.0
2017-08-02,3,23785.0
2017-08-02,4,7266.0
2017-08-02,5,4843.0
2017-08-02,6,32256.0
2017-08-02,7,62509.0
2017-08-02,8,122372.0
2017-08-02,9,172871.0
2017-08-02,10,224742.0
2017-08-02,11,283479.0
2017-08-02,12,271937.0
2017-08-02,13,249743.0
2017-08-02,14,277111.0
2017-08-02,15,256823.0
2017-08-02,16,302775.0
2017-08-02,17,190390.0
2017-08-02,18,209396.0
2017-08-02,19,159475.0
2017-08-02,20,158413.0
2017-08-02,21,193050.0
2017-08-02,22,213176.0
2017-08-02,23,239552.0
2017-08-03,0,155063.0
2017-08-03,1,100898.0
2017-08-03,2,43524.0
2017-08-03,3,22976.0
2017-08-03,4,15200.0
2017-08-03,5,4692.0
2017-08-03,6,40527.0
2017-08-03,7,70561.0
2017-08-03,8,112514.0
2017-08-03,9,189111.0
2017-08-03,10,247400.0
2017-08-03,11,258931.0
2017-08-03,12,258869.0
2017-08-03,13,185224.0
2017-08-03,14,226522.0
2017-08-03,15,253258.0
2017-08-03,16,234161.0
2017-08-03,17,185331.0
2017-08-03,18,153345.0
2017-08-03,19,143799.0
2017-08-03,20,150329.0
2017-08-03,21,189629.0
2017-08-03,22,157095.0
2017-08-03,23,189270.0
2017-08-04,0,132390.0
2017-08-04,1,91885.0
2017-08-04,2,52320.0
2017-08-04,3,10530.0
2017-08-04,4,26824.0
2017-08-04,5,20988.0
2017-08-04,6,28300.0
2017-08-04,7,59525.0
2017-08-04,8,98982.0
2017-08-04,9,170837.0
2017-08-04,10,198838.0
2017-08-04,11,245201.0
2017-08-04,12,245416.0
2017-08-04,13,227586.0
2017-08-04,14,303299.0
2017-08-04,15,232732.0
2017-08-04,16,254564.0
2017-08-04,17,214210.0
2017-08-04,18,204580.0
2017-08-04,19,138329.0
2017-08-04,20,164721.0
2017-08-04,21,144601.0
2017-08-04,22,207936.0
2017-08-04,23,178869.0
2017-08-05,0,150231.0
2017-08-05,1,95628.0
2017-08-05,2,33247.0
2017-08-05,3,28488.0
2017-08-05,4,4640.0
2017-08-05,5,13458.0
2017-08-05,6,33755.0
2017-08-05,7,58138.0
2017-08-05,8,113702.0
2017-08-05,9,127013.0
2017-08-05,10,222535.0
2017-08-05,11,196399.0
2017-08-05,12,189171.0
2017-08-05,13,185799.0
2017-08-05,14,216086.0
2017-08-05,15,241574.0
2017-08-05,16,203245.0
2017-08-05,17,176226.0
2017-08-05,18,171349.0
2017-08-05,19,135166.0
2017-08-05,20,158798.0
2017-08-05,21,128999.0
2017-08-05,22,152929.0
2017-08-05,23,163013.0
2017-08-06,0,113908.0
2017-08-06,1,101846.0
2017-08-06,2,40441.0
2017-08-06,3,24455.0
2017-08-06,4,8741.0
2017-08-06,5,12408.0
2017-08-06,6,21396.0
2017-08-06,7,41411.0
2017-08-06,8,71572.0
2017-08-06,9,103910.0
2017-08-06,10,125364.0
2017-08-06,11,190133.0
2017-08-06,12,140809.0
2017-08-06,13,132452.0
2017-08-06,14,127824.0
2017-08-06,15,196201.15
2017-08-06,16,218118.0
2017-08-06,17,189265.0
2017-08-06,18,153329.0
2017-08-06,19,180563.0
2017-08-06,20,217824.0
2017-08-06,21,221375.0
2017-08-06,22,177044.0
2017-08-06,23,234382.0
2017-08-07,0,137412.0
2017-08-07,1,63984.0
2017-08-07,2,37409.0
2017-08-07,3,21595.0
2017-08-07,4,7264.0
2017-08-07,5,17366.0
2017-08-07,6,18248.0
2017-08-07,7,57986.0
2017-08-07,8,106297.0
2017-08-07,9,142179.0
2017-08-07,10,158520.0
2017-08-07,11,173312.0
2017-08-07,12,171398.0
2017-08-07,13,161958.0
2017-08-07,14,192186.0
2017-08-07,15,181102.0
2017-08-07,16,178451.0
2017-08-07,17,184772.0
2017-08-07,18,120983.0
2017-08-07,19,143370.0
2017-08-07,20,164168.0
2017-08-07,21,171343.0
2017-08-07,22,217821.0
2017-08-07,23,175826.0
2017-08-08,0,134148.0
2017-08-08,1,56845.0
2017-08-08,2,30272.0
2017-08-08,3,22812.0
2017-08-08,4,9254.0
2017-08-08,5,11301.0
2017-08-08,6,10812.0
2017-08-08,7,50411.0
2017-08-08,8,64486.0
2017-08-08,9,171814.0
2017-08-08,10,186920.0
2017-08-08,11,219216.0
2017-08-08,12,248521.0
2017-08-08,13,225255.0
2017-08-08,14,318077.0
2017-08-08,15,302194.0
2017-08-08,16,261407.0
2017-08-08,17,218528.0
2017-08-08,18,187654.0
2017-08-08,19,156173.0
2017-08-08,20,199352.0
2017-08-08,21,227985.0
2017-08-08,22,268417.0
2017-08-08,23,257594.0
2017-08-09,0,192705.0
2017-08-09,1,99915.0
2017-08-09,2,43270.0
2017-08-09,3,11460.0
2017-08-09,4,11790.0
2017-08-09,5,19081.0
2017-08-09,6,37837.0
2017-08-09,7,85548.0
2017-08-09,8,153662.0
2017-08-09,9,173550.0
2017-08-09,10,246734.0
2017-08-09,11,324411.0
2017-08-09,12,247894.0
2017-08-09,13,215171.0
2017-08-09,14,340888.0
2017-08-09,15,287800.0
2017-08-09,16,313252.0
2017-08-09,17,234570.0
2017-08-09,18,203842.0
2017-08-09,19,234797.0
2017-08-09,20,218548.0
2017-08-09,21,193125.0
2017-08-09,22,266370.0
2017-08-09,23,261895.0
2017-08-10,0,168268.0
2017-08-10,1,74623.0
2017-08-10,2,35944.0
2017-08-10,3,18759.0
2017-08-10,4,9222.0
2017-08-10,5,12324.0
2017-08-10,6,27196.0
2017-08-10,7,91072.0
2017-08-10,8,164705.0
2017-08-10,9,204612.0
2017-08-10,10,234100.0
2017-08-10,11,305530.0
2017-08-10,12,257644.0
2017-08-10,13,218253.0
2017-08-10,14,267205.0
2017-08-10,15,263020.0
2017-08-10,16,267427.0
2017-08-10,17,193222.0
2017-08-10,18,154295.0
2017-08-10,19,208495.0
2017-08-10,20,222500.0
2017-08-10,21,206188.0
2017-08-10,22,238693.0
2017-08-10,23,273397.0
2017-08-11,0,176347.0
2017-08-11,1,86824.0
2017-08-11,2,26390.0
2017-08-11,3,16985.0
2017-08-11,4,21178.0
2017-08-11,5,28640.0
2017-08-11,6,25771.0
2017-08-11,7,76886.0
2017-08-11,8,131209.0
2017-08-11,9,196568.0
2017-08-11,10,321251.0
2017-08-11,11,291438.0
2017-08-11,12,267802.0
2017-08-11,13,225690.0
2017-08-11,14,279807.0
2017-08-11,15,355994.0
2017-08-11,16,257878.0
2017-08-11,17,243342.0
2017-08-11,18,239753.0
2017-08-11,19,189765.0
2017-08-11,20,194980.0
2017-08-11,21,183193.0
2017-08-11,22,247198.0
2017-08-11,23,274943.0
2017-08-12,0,182852.0
2017-08-12,1,95607.0
2017-08-12,2,39543.0
2017-08-12,3,19443.0
2017-08-12,4,6552.0
2017-08-12,5,22437.0
2017-08-12,6,27181.0
2017-08-12,7,50333.0
2017-08-12,8,116220.0
2017-08-12,9,149719.0
2017-08-12,10,230173.0
2017-08-12,11,323822.0
2017-08-12,12,274825.0
2017-08-12,13,347665.0
2017-08-12,14,299339.0
2017-08-12,15,326276.0
2017-08-12,16,286001.0
2017-08-12,17,233443.0
2017-08-12,18,197029.0
2017-08-12,19,194946.0
2017-08-12,20,302724.0
2017-08-12,21,225741.0
2017-08-12,22,284549.0
2017-08-12,23,315407.0
2017-08-13,0,232494.0
2017-08-13,1,156916.0
2017-08-13,2,63895.0
2017-08-13,3,39558.0
2017-08-13,4,13136.0
2017-08-13,5,10546.0
2017-08-13,6,32682.0
2017-08-13,7,73205.0
2017-08-13,8,143559.0
2017-08-13,9,194768.0
2017-08-13,10,195234.0
2017-08-13,11,232561.0
2017-08-13,12,293871.0
2017-08-13,13,253670.0
2017-08-13,14,228670.0
2017-08-13,15,287379.0
2017-08-13,16,312330.0
2017-08-13,17,283319.0
2017-08-13,18,194421.0
2017-08-13,19,451648.0
2017-08-13,20,404911.0
2017-08-13,21,308674.0
2017-08-13,22,381618.0
2017-08-13,23,392910.0
2017-08-14,0,297198.0
2017-08-14,1,138169.0
2017-08-14,2,63581.0
2017-08-14,3,57444.0
2017-08-14,4,18561.0
2017-08-14,5,29965.0
2017-08-14,6,29687.0
2017-08-14,7,95235.0
2017-08-14,8,127490.0
2017-08-14,9,188710.0
2017-08-14,10,280868.0
2017-08-14,11,277514.0
2017-08-14,12,270783.0
2017-08-14,13,259884.0
2017-08-14,14,355100.0
2017-08-14,15,338151.0
2017-08-14,16,288793.0
2017-08-14,17,220498.0
2017-08-14,18,207888.0
2017-08-14,19,218213.0
2017-08-14,20,197631.0
2017-08-14,21,178973.0
2017-08-14,22,238455.0
2017-08-14,23,267519.0
2017-08-15,0,201405.0
2017-08-15,1,139419.0
2017-08-15,2,63468.0
2017-08-15,3,25121.0
2017-08-15,4,11517.0
2017-08-15,5,7293.0
2017-08-15,6,22400.0
2017-08-15,7,86632.0
2017-08-15,8,116111.0
2017-08-15,9,162817.0
2017-08-15,10,205642.0
2017-08-15,11,273256.0
2017-08-15,12,241141.0
2017-08-15,13,268501.0
2017-08-15,14,306472.0
2017-08-15,15,302948.0
